# Gene Family	HSM7J4NY_Abundance-RPKs
K01338|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	22.206
K01424	17.467
K01424|g__Parabacteroides.s__Parabacteroides_distasonis	6.209
K01424|g__Parabacteroides.s__Parabacteroides_merdae	11.258
K01425	38.457
K01425|unclassified	38.457
K01462	24.407
K01462|g__Parabacteroides.s__Parabacteroides_distasonis	12.927
K01462|unclassified	11.48
K01480	26.757
K01480|unclassified	26.757
K01489	40.123
K01489|unclassified	40.123
K01491	12.663
K01491|g__Bacteroides.s__Bacteroides_caccae	5.076
K01491|g__Bacteroides.s__Bacteroides_uniformis	2.535
K01491|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	5.052
K01507	35.514
K01507|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	35.514
K01551	19.088
K01551|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	19.088
K01579	18.192
K01579|g__Parabacteroides.s__Parabacteroides_distasonis	3.802
K01579|g__Parabacteroides.s__Parabacteroides_merdae	14.39
K01588	7.752
K01588|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	7.752
K01589	22.636
K01589|unclassified	22.636
K01591	49.204
K01591|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	18.041
K01591|unclassified	31.162
K01599	452.787
K01599|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	452.787
K01601	12.154
K01601|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	12.154
K01610	158.101
K01610|g__Bacteroides.s__Bacteroides_caccae	8.569
K01610|g__Bacteroides.s__Bacteroides_stercoris	19.783
K01610|g__Bacteroides.s__Bacteroides_uniformis	32.32
K01610|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	16.229
K01610|g__Bacteroides.s__Bacteroides_vulgatus	23.088
K01610|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	8.587
K01610|g__Parabacteroides.s__Parabacteroides_distasonis	21.128
K01610|g__Parabacteroides.s__Parabacteroides_merdae	28.396
K01619	29.135
K01619|g__Alistipes.s__Alistipes_finegoldii	29.135
K01622	13.325
K01622|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	13.325
K01647	33.519
K01647|g__Bacteroides.s__Bacteroides_caccae	5.589
K01647|g__Bacteroides.s__Bacteroides_stercoris	12.77
K01647|g__Bacteroides.s__Bacteroides_uniformis	10.374
K01647|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	4.785
K01653	19.348
K01653|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	19.348
K01667	25.667
K01667|g__Alistipes.s__Alistipes_finegoldii	25.667
K01681	51.459
K01681|g__Bacteroides.s__Bacteroides_vulgatus	20.916
K01681|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	17.191
K01681|unclassified	13.353
K01686	18.753
K01686|unclassified	18.753
K01687	23.398
K01687|unclassified	23.398
K01689	137.499
K01689|g__Bacteroides.s__Bacteroides_caccae	32.808
K01689|g__Bacteroides.s__Bacteroides_vulgatus	55.676
K01689|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	49.015
K01696	41.422
K01696|g__Bacteroides.s__Bacteroides_stercoris	4.588
K01696|g__Bacteroides.s__Bacteroides_uniformis	4.695
K01696|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	13.857
K01696|g__Parabacteroides.s__Parabacteroides_distasonis	16.464
K01696|g__Parabacteroides.s__Parabacteroides_merdae	1.818
K01703	17.902
K01703|g__Alistipes.s__Alistipes_finegoldii	17.902
K01714	106.457
K01714|g__Bacteroides.s__Bacteroides_vulgatus	16.231
K01714|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	11.575
K01714|g__Parabacteroides.s__Parabacteroides_distasonis	18.689
K01714|g__Parabacteroides.s__Parabacteroides_merdae	7.72
K01714|unclassified	52.241
K01715	10.066
K01715|unclassified	10.066
K01733	48.371
K01733|unclassified	48.371
K01734	40.668
K01734|g__Bacteroides.s__Bacteroides_stercoris	2.336
K01734|g__Bacteroides.s__Bacteroides_uniformis	4.706
K01734|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	14.13
K01734|unclassified	19.496
K01736	38.186
K01736|unclassified	38.186
K01744	95.501
K01744|g__Parasutterella.s__Parasutterella_excrementihominis	45.68
K01744|unclassified	49.82
K01745	22.495
K01745|g__Alistipes.s__Alistipes_finegoldii	22.495
K01770	30.463
K01770|unclassified	30.463
K01783	90.563
K01783|g__Bacteroides.s__Bacteroides_uniformis	44.841
K01783|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	32.265
K01783|unclassified	13.457
K01790	22.571
K01790|unclassified	22.571
K01803	48.743
K01803|g__Bacteroides.s__Bacteroides_stercoris	1.513
K01803|g__Bacteroides.s__Bacteroides_uniformis	4.548
K01803|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	4.523
K01803|unclassified	38.16
K01808	34.176
K01808|g__Alistipes.s__Alistipes_finegoldii	21.987
K01808|unclassified	12.189
K01812	27.425
K01812|g__Bacteroides.s__Bacteroides_caccae	7.635
K01812|g__Bacteroides.s__Bacteroides_stercoris	7.614
K01812|g__Bacteroides.s__Bacteroides_vulgatus	4.561
K01812|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	7.615
K01834	42.56
K01834|g__Bacteroides.s__Bacteroides_stercoris	1.484
K01834|g__Bacteroides.s__Bacteroides_uniformis	10.659
K01834|g__Bacteroides.s__Bacteroides_vulgatus	4.55
K01834|g__Parabacteroides.s__Parabacteroides_distasonis	6.095
K01834|g__Parabacteroides.s__Parabacteroides_merdae	19.772
K01835	40.921
K01835|unclassified	40.921
K01866	15.339
K01866|unclassified	15.339
K01869	10.155
K01869|g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	10.155
K01872	33.254
K01872|g__Bacteroides.s__Bacteroides_stercoris	0.791
K01872|g__Bacteroides.s__Bacteroides_uniformis	32.067
K01872|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.396
K01876	24.014
K01876|g__Bacteroides.s__Bacteroides_caccae	0.598
K01876|g__Bacteroides.s__Bacteroides_stercoris	3.604
K01876|g__Bacteroides.s__Bacteroides_uniformis	6.01
K01876|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	3.003
K01876|g__Parabacteroides.s__Parabacteroides_distasonis	9.599
K01876|g__Parabacteroides.s__Parabacteroides_merdae	1.201
K01881	12.205
K01881|g__Alistipes.s__Alistipes_finegoldii	12.205
K01893	30.485
K01893|g__Bacteroides.s__Bacteroides_caccae	3.817
K01893|g__Bacteroides.s__Bacteroides_uniformis	2.291
K01893|g__Bacteroides.s__Bacteroides_uniformis_CAG_3	0.762
